IDEX,36
XSPA,24
NBRV,23
BIOC,20
GNUS,11
DGLY,9
BYFC,8
UONE,6
SELB,5
MVIS,5
GLBS,4
UONEK,4
BNGO,4
BOXL,4
VISL,4
SNSS,4
TNXP,4
NOVN,4
CARV,4
LIVX,3
EVOK,2
AEMD,2
JFK,2
TOPS,2
TTOO,2
SOLO,2
HTGM,2
HUSN,2
NEXT,2
SGBX,1
NERV,1
FRSX,1
BIOL,1
SUNW,1
FAMI,1
GTIM,1
CEMI,1
BDSI,1
SHIP,1
NTEC,1
HX,1
AVCT,1
EYPT,1
CAN,1
GOOD,1
ANY,1
AYRO,1
MNKD,1
MGEN,1
GO,1
AFH,1
CLIR,1
MARK,1
XELA,1
OPES,1
CIDM,1
TMDI,1
ITRM,1
DLPN,1
SCON,1
KBLMW,1
LMFA,1
